Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume,Log Close
2015-03-11,105.875,106.01,105.07,105.11,25459733.0,0.0,1.0,102.5391311432769,102.66987761510069,101.75949477425364,101.79823446960883,25459733.0,4.655007420835263
2015-03-12,105.03,105.92,104.96,105.8,21473171.0,0.0,1.0,101.72075507889845,102.58271330055149,101.65296061202685,102.4664942144859,21473171.0,4.661550519424199
2015-03-13,105.7,106.12,104.68,105.34,42021103.0,0.0,1.0,102.36964497609793,102.77641177732747,101.38178274454052,102.02098771790119,42021103.0,4.657193214055243
2015-03-16,105.73,106.74,105.62,106.7,25674085.0,0.0,1.0,102.39869974761433,103.37687705533295,102.29216558538755,103.33813735997776,25674085.0,4.670021158307708
2015-03-17,106.405,107.04,106.16,106.87,19603813.0,0.0,1.0,103.0524321067332,103.66742477049691,102.81515147268264,103.50278106523733,19603813.0,4.671613142536805
2015-03-18,106.58,108.41,106.03,107.92,40622188.0,0.0,1.0,103.22191827391218,104.99425933641227,102.68924746277827,104.51969806831116,40622188.0,4.6813902118995
2015-03-19,108.03,108.38,107.87,108.08,31314035.0,0.0,1.0,104.62623223053794,104.96520456489587,104.47127344911716,104.67465684973192,31314035.0,4.6828716936519434
2015-03-20,108.72,109.07,108.51,108.53,31761404.0,0.24806,1.0,105.53515678403402,105.87490388552787,105.33130852313771,105.35072264322307,31761404.0,4.687026632457924
2015-03-23,108.47,108.77,108.28,108.32,17268507.0,0.0,1.0,105.29248028296698,105.58369208424742,105.10804614215603,105.14687438232674,17268507.0,4.685089809163965
2015-03-24,108.31,108.81,107.91,107.93,22445280.0,0.0,1.0,105.13716732228407,105.62252032441815,104.74888492057681,104.76829904066219,22445280.0,4.681482868837255
2015-03-25,108.1,108.2,105.42,105.46,41581435.0,0.0,1.0,104.93331906138775,105.03038966181458,102.3318269699491,102.37065521011982,41581435.0,4.658331734102323
2015-03-26,104.59,105.7,104.24,105.1,47846276.0,0.0,1.0,101.52614098640653,102.60362465114419,101.18639388491268,102.02120104858328,47846276.0,4.6549122778829055
2015-03-27,105.08,105.77,104.92,105.52,33878385.0,0.0,1.0,102.00178692849792,102.67157407144295,101.84647396781503,102.42889757037591,33878385.0,4.658900508409059
2015-03-30,106.16,106.82,106.16,106.73,30570196.0,0.0,1.0,103.05014941310753,103.69081537592452,103.05014941310753,103.60345183554038,30570196.0,4.670302280925873
2015-03-31,106.43,106.65,105.57,105.6,30488101.0,0.0,1.0,103.31224003425994,103.52579535519894,102.47743287058931,102.50655405071737,30488101.0,4.659658371272161
2015-04-01,105.6,105.62,104.37,105.05,32970452.0,0.0,1.0,102.50655405071737,102.52596817080274,101.31258566546754,101.97266574836988,32970452.0,4.654436427291009
2015-04-02,105.15,105.46,104.78,105.12,19164241.0,0.0,1.0,102.06973634879671,102.37065521011982,101.71057512721748,102.04061516866865,19164241.0,4.655102554736301
2015-04-06,104.5,106.27,104.34,105.98,24451142.0,0.0,1.0,101.4387774460224,103.15692707357702,101.2834644853395,102.87542233233927,24451142.0,4.663250397064616
2015-04-07,105.92,106.7,105.8,105.8,19379381.0,0.0,1.0,102.81717997208318,103.57433065541234,102.70069525157099,102.70069525157099,19379381.0,4.661550519424199
2015-04-08,105.84,106.79,105.83,106.64,25866907.0,0.0,1.0,102.73952349174174,103.66169419579649,102.72981643169905,103.51608829515625,25866907.0,4.6694586758704535
2015-04-09,106.59,107.35,106.23,107.31,23114727.0,0.0,1.0,103.46755299494285,104.20528955818664,103.11809883340631,104.16646131801592,23114727.0,4.675721841939036
2015-04-10,107.27,107.76,107.03,107.75,17164343.0,0.0,1.0,104.12763307784519,104.6032790199366,103.89466363682084,104.59357195989391,17164343.0,4.6798137289838575
2015-04-13,107.83,108.38,107.36,107.48,17783465.0,0.0,1.0,104.67122844023535,105.20511674258285,104.21499661822932,104.33148133874151,17783465.0,4.6773047837472905
2015-04-14,107.37,107.68,106.56,107.17,23755747.0,0.0,1.0,104.22470367827201,104.52562253959515,103.4384318148148,104.03056247741837,23755747.0,4.674416358724906
2015-04-15,107.45,108.07,107.321,107.84,21128576.0,0.0,1.0,104.30236015861347,104.9041978812597,104.17713908406286,104.68093550027804,21128576.0,4.680648647163997
2015-04-16,107.55,107.88,107.4,107.69,16195279.0,0.0,1.0,104.39943075904027,104.71976374044876,104.25382485840005,104.53532959963782,16195279.0,4.679256729340789
2015-04-17,106.66,106.95,105.55,106.01,46513964.0,0.0,1.0,103.53550241524161,103.81700715647938,102.45801875050395,102.90454351246731,46513964.0,4.663533429285006
2015-04-20,106.54,107.79,106.5,107.6,28945909.0,0.0,1.0,103.41901769472945,104.63240020006464,103.3801894545587,104.44796605925367,28945909.0,4.678420647727684
2015-04-21,108.22,108.41,107.93,108.06,22759772.0,0.0,1.0,105.04980378189994,105.23423792271089,104.76829904066219,104.89449082121703,22759772.0,4.68268662841592
2015-04-22,108.34,108.83,107.64,108.65,21429190.0,0.0,1.0,105.16628850241212,105.64193444450352,104.4867942994244,105.46720736373526,21429190.0,4.688131706702439
2015-04-23,108.28,109.55,108.26,109.06,29473221.0,0.0,1.0,105.10804614215603,106.34084276757659,105.08863202207067,105.8651968254852,29473221.0,4.691898189497915
2015-04-24,110.21,110.69,110.03,110.54,32508127.0,0.0,1.0,106.98150873039357,107.44744761244229,106.80678164962531,107.30184171180207,32508127.0,4.705377446405117
2015-04-27,110.95,111.16,110.02,110.26,31121321.0,0.0,1.0,107.69983117355201,107.90367943444832,106.79707458958262,107.03004403060699,31121321.0,4.702841213161538
2015-04-28,110.34,110.55,109.11,110.04,36849221.0,0.0,1.0,107.10770051094843,107.31154877184474,105.9137321256986,106.816488709668,36849221.0,4.700843936056374
2015-04-29,109.43,110.07,108.75,109.35,34043905.0,0.0,1.0,106.22435804706441,106.84560988979602,105.56427796416206,106.14670156672295,34043905.0,4.694553747122777
2015-04-30,108.73,109.17,107.06,107.63,44080546.0,0.0,1.0,105.5448638440767,105.97197448595469,103.92378481694888,104.47708723938172,44080546.0,4.678699419276207
2015-05-01,108.05,109.12,108.03,109.05,32874307.0,0.0,1.0,104.88478376117435,105.92343918574129,104.86536964108899,105.85548976544251,32874307.0,4.691806492647638
2015-05-04,109.4,109.91,109.17,109.23,23507259.0,0.0,1.0,106.19523686693637,106.69029692911312,105.97197448595469,106.03021684621078,23507259.0,4.693455750855452
2015-05-05,108.8,109.0,107.4,107.45,47843265.0,0.0,1.0,105.61281326437546,105.8069544652291,104.25382485840005,104.30236015861347,47843265.0,4.67702562308852
2015-05-06,107.64,107.95,105.995,106.71,42687150.0,0.0,1.0,104.4867942994244,104.78771316074754,102.88998292240329,103.58403771545501,42687150.0,4.6701148746284735
2015-05-07,106.68,107.65,106.6,107.35,29335806.0,0.0,1.0,103.55491653532698,104.49650135946709,103.47726005498552,104.20528955818664,29335806.0,4.67609452432479
2015-05-08,108.46,108.92,108.3,108.69,33023337.0,0.0,1.0,105.28277322292429,105.72929798488765,105.12746026224139,105.50603560390597,33023337.0,4.688499793575096
2015-05-11,108.76,108.98,108.19,108.27,19679255.0,0.0,1.0,105.57398502420475,105.78754034514374,105.0206826017719,105.09833908211334,19679255.0,4.684628107322807
2015-05-12,107.63,108.33,106.8,107.78,33665017.0,0.0,1.0,104.47708723938172,105.15658144236943,103.67140125583916,104.62269314002195,33665017.0,4.680092112505351
2015-05-13,108.25,108.81,107.84,108.0,20738434.0,0.0,1.0,105.07892496202798,105.62252032441815,104.68093550027804,104.83624846096095,20738434.0,4.68213122712422
2015-05-14,108.88,109.67,108.48,109.58,23904233.0,0.0,1.0,105.69046974471692,106.45732748808877,105.30218734300966,106.36996394770463,23904233.0,4.696654876110269
2015-05-15,109.86,110.01,109.31,109.58,23937442.0,0.0,1.0,106.64176162889972,106.78736752953995,106.10787332655224,106.36996394770463,23937442.0,4.696654876110269
2015-05-18,109.4,110.28,109.32,110.06,17631135.0,0.0,1.0,106.19523686693637,107.04945815069235,106.11758038659491,106.83590282975335,17631135.0,4.701025671631613
2015-05-19,110.18,110.35,109.76,109.94,14212896.0,0.0,1.0,106.95238755026553,107.1174075709911,106.54469102847291,106.71941810924116,14212896.0,4.699934762432514
2015-05-20,110.02,110.67,109.425,110.01,21131892.0,0.0,1.0,106.79707458958262,107.42803349235693,106.21950451704306,106.78736752953995,21131892.0,4.700571270751344
2015-05-21,109.82,110.73,109.66,110.58,16771801.0,0.0,1.0,106.60293338872899,107.48627585261302,106.44762042804608,107.34066995197279,16771801.0,4.705739240909787
2015-05-22,110.45,110.87,110.38,110.47,13543774.0,0.0,1.0,107.21447817141794,107.62217469321055,107.14652875111915,107.2338922915033,13543774.0,4.704743990884184
2015-05-26,110.23,110.38,108.76,109.2,25488437.0,0.0,1.0,107.00092285047894,107.14652875111915,105.57398502420475,106.00109566608273,25488437.0,4.693181063310805
2015-05-27,109.53,111.08,109.29,110.96,30572695.0,0.0,1.0,106.32142864749123,107.82602295410686,106.08845920646688,107.70953823359469,30572695.0,4.7091697760065765
2015-05-28,110.75,111.01,110.37,110.71,17302408.0,0.0,1.0,107.50568997269838,107.7580735338081,107.13682169107648,107.46686173252765,17302408.0,4.706914169871375
2015-05-29,110.64,110.79,109.79,110.05,30382987.0,0.0,1.0,107.39891231222887,107.54451821286911,106.57381220860096,106.82619576971067,30382987.0,4.70093480797247
2015-06-01,110.64,110.72,109.52,110.42,24570186.0,0.0,1.0,107.39891231222887,107.47656879257033,106.31172158744855,107.18535699128988,24570186.0,4.704291276855899
2015-06-02,110.01,110.61,109.47,110.07,19449634.0,0.0,1.0,106.78736752953995,107.36979113210083,106.26318628723513,106.84560988979602,19449634.0,4.701116527035301
2015-06-03,110.57,110.81,110.13,110.4,20507208.0,0.0,1.0,107.3309628919301,107.56393233295447,106.90385225005211,107.16594287120452,20507208.0,4.704110133842995
2015-06-04,109.78,110.48,109.21,109.56,31374588.0,0.0,1.0,106.56410514855827,107.24359935154598,106.0108027261254,106.35054982761928,31374588.0,4.696472344394877
2015-06-05,109.43,109.69,108.63,109.3,22641732.0,0.0,1.0,106.22435804706441,106.47674160817412,105.44779324364988,106.09816626650955,22641732.0,4.694096395182493
2015-06-08,109.25,109.33,107.97,108.19,24549204.0,0.0,1.0,106.04963096629614,106.1272874466376,104.8071272808329,105.0206826017719,24549204.0,4.683888940699482
2015-06-09,107.93,108.4,107.2,108.01,27554599.0,0.0,1.0,104.76829904066219,105.22453086266822,104.05968365754642,104.84595552100363,27554599.0,4.682223815430383
2015-06-10,108.38,109.81,108.26,109.49,30297862.0,0.0,1.0,105.20511674258285,106.59322632868631,105.08863202207067,106.28260040732049,30297862.0,4.6958332208853335
2015-06-11,109.86,110.15,109.46,109.65,17593463.0,0.0,1.0,106.64176162889972,106.92326637013748,106.25347922719244,106.43791336800341,17593463.0,4.697293474863897
2015-06-12,109.07,109.3,108.6,108.75,27201768.0,0.0,1.0,105.87490388552787,106.09816626650955,105.41867206352184,105.56427796416206,27201768.0,4.689051669968793
2015-06-15,107.94,108.38,107.31,108.21,31238798.0,0.0,1.0,104.77800610070486,105.20511674258285,104.16646131801592,105.04009672185725,31238798.0,4.684073783583557
2015-06-16,108.1,108.9799,108.05,108.8,16456867.0,0.0,1.0,104.93331906138775,105.7874432745433,104.88478376117435,105.61281326437546,16456867.0,4.689511334421843
2015-06-17,108.98,109.45,108.43,109.1,23296738.0,0.0,1.0,105.78754034514374,106.24377216714977,105.25365204279626,105.90402506565592,23296738.0,4.692264892839025
2015-06-18,109.5,110.88,109.44,110.69,43032384.0,0.0,1.0,106.29230746736317,107.63188175325324,106.23406510710709,107.44744761244229,43032384.0,4.706733501397532
2015-06-19,110.49,110.575,109.81,109.89,27877574.0,0.25416,1.0,107.50136811290423,107.5840689572304,106.839761358295,106.91759744707255,27877574.0,4.699479865458833
2015-06-22,110.7,111.03,110.45,110.7,19120898.0,0.0,1.0,107.70568784594533,108.02676171215275,107.46245006851547,107.70568784594533,19120898.0,4.706823839714591
2015-06-23,110.82,110.89,110.33,110.79,18127916.0,0.0,1.0,107.82244197911166,107.89054855679203,107.34569593534911,107.79325344582008,18127916.0,4.707636517532581
2015-06-24,110.66,111.13,110.19,110.22,15815914.0,0.0,1.0,107.66676980155654,108.12405682312469,107.20948277998839,107.23867131327998,15815914.0,4.70247836845509
2015-06-25,110.65,110.76,109.815,110.0,18326654.0,0.0,1.0,107.65704029045936,107.7640649125285,106.84462611384359,107.0246220691417,18326654.0,4.700480365792417
2015-06-26,109.98,110.23,108.86,109.27,32311679.0,0.0,1.0,107.00516304694732,107.24840082437717,105.9154578040615,106.31436775904648,32311679.0,4.693821883582654
2015-06-29,108.06,108.66,106.64,106.69,50874901.0,0.0,1.0,105.13709691628593,105.7208675821176,103.75550634048427,103.80415389597025,50874901.0,4.66992743320337
2015-06-30,107.49,107.72,106.74,107.07,34809920.0,0.0,1.0,104.58251478374582,104.80629353898131,103.85280145145622,104.17387531766364,34809920.0,4.673482826170178
2015-07-01,108.13,108.3464,107.42,107.92,21292958.0,0.0,1.0,105.20520349396628,105.41575011410958,104.51440820606547,105.0008837609252,21292958.0,4.6813902118995
2015-07-02,108.23,108.32,107.62,107.95,20499447.0,0.0,1.0,105.30249860493824,105.39006420481299,104.70899842800937,105.03007229421678,20499447.0,4.681668156960816
2015-07-06,107.27,108.32,107.04,107.7,24311020.0,0.0,1.0,104.36846553960754,105.39006420481299,104.14468678437207,104.78683451678691,24311020.0,4.679349584162343
2015-07-07,107.82,108.07,105.83,107.97,44230772.0,0.0,1.0,104.90358864995325,105.14682642738312,102.9674159416115,105.04953131641118,44230772.0,4.681853410759049
2015-07-08,107.2,107.33,105.8942,106.09,39691475.0,0.0,1.0,104.30035896192719,104.4268426061907,103.0298794028555,103.22038323013857,39691475.0,4.66428779047118
2015-07-09,107.5,107.5955,106.02,106.03,28381041.0,0.0,1.0,104.59224429484303,104.68516112582124,103.1522766524582,103.1620061635554,28381041.0,4.6637220729377065
2015-07-10,107.44,108.05,107.05,107.65,26415825.0,0.0,1.0,104.53386722825985,105.12736740518872,104.15441629546926,104.73818696130095,26415825.0,4.678885223810372
2015-07-13,108.58,109.63,108.57,109.54,25780733.0,0.0,1.0,105.64303149334005,106.66463015854549,105.63330198224284,106.57706455867074,25780733.0,4.696289779355575
2015-07-14,109.69,110.56,109.63,110.26,21977167.0,0.0,1.0,106.72300722512865,107.5694746905846,106.66463015854549,107.27758935766876,21977167.0,4.702841213161538
2015-07-15,110.47,110.81,110.07,110.38,28631537.0,0.0,1.0,107.48190909070985,107.81271246801447,107.09272864682205,107.39434349083508,28631537.0,4.703928958011355
2015-07-16,111.29,111.96,111.07,111.94,29838948.0,0.0,1.0,108.27972900067982,108.93160624419185,108.06567975654153,108.91214722199747,29838948.0,4.717963013463214
2015-07-17,112.84,113.59,112.65,113.59,35926804.0,0.0,1.0,109.78780322074499,110.5175165530346,109.6029425098983,110.5175165530346,35926804.0,4.73259547424333
2015-07-20,113.83,114.39,113.48,113.98,26539045.0,0.0,1.0,110.75102481936726,111.29587744081017,110.41049193096545,110.89696748582519,26539045.0,4.736022994406854
2015-07-21,114.02,114.2,113.58,113.91,35468865.0,0.0,1.0,110.93588553021397,111.11101672996347,110.50778704193739,110.82886090814482,35468865.0,4.735408662911821
2015-07-22,112.17,113.169,112.165,112.62,35574962.0,0.0,1.0,109.13592597723294,110.10790413584269,109.13106122168435,109.57375397660671,35574962.0,4.724019319826472
2015-07-23,112.73,113.1,111.91,112.2,25698255.0,0.0,1.0,109.68077859867586,110.04077050927205,108.88295868870588,109.16511451052453,25698255.0,4.720282993088596
2015-07-24,112.8,113.003,110.93,111.1,30844714.0,0.0,1.0,109.74888517635621,109.94639425162926,107.9294666011808,108.0948682898331,30844714.0,4.7104306966455844
2015-07-27,110.47,110.946,109.94,110.18,35994837.0,0.0,1.0,107.48190909070985,107.94503381893631,106.96624500255852,107.1997532688912,35994837.0,4.70211539204457
2015-07-28,110.67,111.35,109.785,111.13,33553494.0,0.0,1.0,107.67649931265375,108.33810606726297,106.815437580552,108.12405682312469,33553494.0,4.710700687197555
2015-07-29,111.37,111.79,110.94,111.55,26714068.0,0.0,1.0,108.35756508945738,108.76620455553956,107.939196112278,108.53269628920687,26714068.0,4.714472920878541
2015-07-30,111.29,112.2663,110.621,112.08,25438057.0,0.0,1.0,108.27972900067982,109.22962116909893,107.62882470827748,109.0483603773582,25438057.0,4.719212902028752
2015-07-31,112.43,112.49,111.72,111.95,22081731.0,0.0,1.0,109.38889326576002,109.44727033234317,108.69809797785918,108.92187673309466,22081731.0,4.718052343044764
2015-08-03,111.97,112.28,110.861,111.6,25001780.0,0.0,1.0,108.94133575528905,109.24295059930209,107.86233297461017,108.58134384469284,25001780.0,4.71492104994721
2015-08-04,111.55,111.745,110.93,111.39,22132319.0,0.0,1.0,108.53269628920687,108.72242175560217,107.9294666011808,108.37702411165176,22132319.0,4.713037556857098
2015-08-05,112.01,113.0,111.88,112.24,27626277.0,0.0,1.0,108.98025379967784,109.94347539830011,108.8537701554143,109.2040325549133,27626277.0,4.720639435794205
2015-08-06,112.35,112.5,109.95,110.45,42125401.0,0.0,1.0,109.31105717698244,109.45699984344037,106.97597451365573,107.46245006851547,42125401.0,4.7045629298661265
2015-08-07,110.18,110.57,109.4,110.31,30006846.0,0.0,1.0,107.1997532688912,107.57920420168179,106.44085140331002,107.32623691315473,30006846.0,4.7032945839812905
2015-08-10,111.01,111.81,111.0,111.57,21500780.0,0.0,1.0,108.00730268995837,108.78566357773394,107.99757317886116,108.55215531140125,21500780.0,4.714652196605089
2015-08-11,110.98,111.4101,109.53,110.14,36123270.0,0.0,1.0,107.97811415666678,108.39658042895712,106.56733504757355,107.16083522450242,36123270.0,4.7017522838343355
2015-08-12,109.38,110.735,108.22,110.52,41888960.0,0.0,1.0,106.42139238111562,107.7397411347855,105.29276909384104,107.53055664619582,41888960.0,4.705196500055216
2015-08-13,110.63,111.16,110.1,110.34,22510520.0,0.0,1.0,107.63758126826495,108.15324535641628,107.12191718011364,107.35542544644632,22510520.0,4.703566507844284
2015-08-14,110.08,110.67,109.86,110.51,17924931.0,0.0,1.0,107.10245815791926,107.67649931265375,106.88840891378096,107.52082713509863,17924931.0,4.705106014600691
2015-08-17,110.24,111.46,109.96,111.43,21224913.0,0.0,1.0,107.25813033547436,108.44513068933212,106.9857040247529,108.41594215604054,21224913.0,4.713396591058963
2015-08-18,111.275,111.37,110.71,110.86,13984363.0,0.0,1.0,108.26513473403402,108.35756508945738,107.71541735704251,107.86136002350044,13984363.0,4.708268143991659
2015-08-19,110.52,111.105,109.49,110.13,42511384.0,0.0,1.0,107.53055664619582,108.09973304538171,106.52841700318476,107.15110571340523,42511384.0,4.701661486176852
2015-08-20,109.11,109.46,107.07,107.08,57747349.0,0.0,1.0,106.15869558149137,106.49922846989318,104.17387531766364,104.18360482876085,57747349.0,4.673576218652152
2015-08-21,105.57,106.47,102.4,102.4,97763445.0,0.0,1.0,102.71444865308443,103.59010465183196,99.63019363527373,99.63019363527373,97763445.0,4.628886712605407
2015-08-24,94.23,102.53,84.74,98.46,150829863.0,0.0,1.0,91.68118306886566,99.75667727953726,82.44787703762788,95.796766262979,150829863.0,4.589650374330055
2015-08-25,102.07,102.74,98.01,98.09,75088278.0,0.0,1.0,99.3091197690663,99.96099701257835,95.35893826360525,95.43677435238281,75088278.0,4.585885424576224
2015-08-26,100.96,103.23,98.93,103.03,104103817.0,0.0,1.0,98.22914403727768,100.43774305634089,96.25405328454717,100.243152834397,104103817.0,4.635020207956977
2015-08-27,104.53,105.71,103.2799,105.64,69377690.0,0.0,1.0,101.70257949897619,102.85066180844517,100.48629331671589,102.78255523076481,69377690.0,4.660037087428932
